1544000494.1478584,0,0,0,0,0,0,0,0,0
1544000494.6221423,0,0,0,0,0,0,0,0,0
1544000495.0978122,0,0,0,0,0,0,0,0,0
1544000495.5735676,0,0,0,0,0,0,0,0,0
1544000496.0652633,0,0,0,0,0,0,0,0,0
1544000496.5649552,0,0,0,0,0,0,0,0,0
1544000497.0646498,0,0,0,0,0,0,0,0,0
1544000497.5638583,0,0,0,0,0,0,0,0,0
1544000498.0645537,0,0,0,0,0,0,0,0,0
1544000498.565251,0,0,0,0,0,0,0,0,0
1544000499.06495,0,0,0,0,0,0,0,0,0
1544000499.5646594,0,0,0,0,0,0,0,0,0
1544000500.064356,0,0,0,0,0,0,0,0,0
1544000500.5651689,0,0,0,0,0,0,0,0,0
1544000501.0649073,0,0,0,0,0,0,0,0,0
1544000501.5648549,0,0,0,0,0,0,0,0,0
1544000502.064557,0,0,0,0,0,0,0,0,0
1544000502.5652583,0,0,0,0,0,0,0,0,0
1544000503.064957,0,0,0,0,0,0,0,0,0
1544000503.5646608,0,0,0,0,0,0,0,0,0
1544000504.0643651,0,0,0,0,0,0,0,0,0
1544000504.5650675,0,0,0,0,0,0,0,0,0
1544000505.0647752,0,0,0,0,0,0,0,0,0
1544000505.564513,0,0,0,0,0,0,0,0,0
1544000506.0652165,0,0,0,0,0,0,0,0,0
1544000506.5651543,0,0,0,0,0,0,0,0,0
1544000507.06486,0,0,0,0,0,0,0,0,0
1544000507.564567,0,0,0,0,0,0,0,0,0
1544000508.0652618,0,0,0,0,0,0,0,0,0
1544000508.5649633,0,0,0,0,0,0,0,0,0
1544000509.0644312,0,0,0,0,0,0,0,0,0
1544000509.5641828,0,0,0,0,0,0,0,0,0
1544000510.0648782,0,0,0,0,0,0,0,0,0
1544000510.5645773,0,0,0,0,0,0,0,0,0
1544000511.0652802,0,0,0,0,0,0,0,0,0
1544000511.5650096,0,0,0,0,0,0,0,0,0
1544000512.0647185,0,0,0,0,0,0,0,0,0
1544000512.5644186,0,0,0,0,0,0,0,0,0
1544000513.0651197,0,0,0,0,0,0,0,0,0
1544000513.5648525,0,0,0,0,0,0,0,0,0
1544000514.0645518,0,0,0,0,0,0,0,0,0
1544000514.5652514,0,0,0,0,0,0,0,0,0
1544000515.0649507,0,0,0,0,0,0,0,0,0
1544000515.5646703,0,0,0,0,0,0,0,0,0
1544000516.0643692,0,0,0,0,0,0,0,0,0
1544000516.5650759,0,0,0,0,0,0,0,0,0
1544000517.064775,0,0,0,0,0,0,0,0,0
1544000517.5644746,0,0,0,0,0,0,0,0,0
1544000518.065172,0,0,0,0,0,0,0,0,0
1544000518.5648837,0,0,0,0,0,0,0,0,0
1544000519.0645797,0,0,0,0,0,0,0,0,0
1544000519.5652752,0,0,0,0,0,0,0,0,0
1544000520.06497,0,0,0,0,0,0,0,0,0
1544000520.564681,0,0,0,0,0,0,0,0,0
1544000521.0643866,0,0,0,0,0,0,0,0,0
1544000521.565092,0,0,0,0,0,0,0,0,0
1544000522.064784,0,0,0,0,0,0,0,0,0
1544000522.5644805,0,0,0,0,0,0,0,0,0
1544000523.0651796,0,0,0,0,0,0,0,0,0
1544000523.5648763,0,0,0,0,0,0,0,0,0
1544000524.0645723,0,0,0,0,0,0,0,0,0
